Job Title,Company Name,Exp,Location,Skills,Functional Areas,rating,Vacancy,Employment Type,companyId
Linux Device Driver Developer(1 To 3 Yrs),Capgemini Engineering,1-3 years,Bengaluru/Bangalore,",Linux,Linux Device Drivers,Device Drivers,Embedded C,C",IT Hardware & Telecom,3.7,,"Full Time, Permanent",143
Java Full-stack Developer,"Qualcomm Technologies, Inc",1-5 years,Hyderabad/Secunderabad,",SQL,Javascript,Hibernate,jQuery,Weblogic,Python",Software/Testing/Networking,4.2,1 vacancy,"Full Time, Permanent",144
Talent Development CoE || HCL Technologies Ltd.,Hcl Technologies Limited  ,18-25 years,Noida,",Talent Development,LMS,Training Management,Corporate Training,Leadership Development,Leadership Training",,3.8,,,145
Cybersecurity Developer_ ADAS - Continental R & D !!,Continental Automotive Components (India) Pvt Ltd  ,2-7 years,Bengaluru/Bangalore,,,4.1,,,146
React.Js Developer - HCL - Virtual weekend drive - 29'Jan Saturday,HCL Technologies Ltd ,4-9 years,"Chennai, Bengaluru/Bangalore, Hyderabad/Secunderabad
							
								+ 1 more",",Javascript,CSS,JQuery,HTML,React.Js,Front End",Other,3.8,,"Full Time, Permanent",147
C++ Developer || HCL,HCL Technologies Limited   ,3-6 years,"Chennai, Delhi NCR, Hyderabad/Secunderabad",",Embedded,C++,Linux",,3.8,,,148
Microservices Developer,HCL Technologies Limited  ,4-6 years,"Chennai, Pune, Bengaluru/Bangalore
							
								+ 2 more",",Java,Spring Boot,Microservices,Web Services,Rest,SOAP",,3.8,,,149
Senior Guidewire BillingCenter Developer,NTT Global Delivery Services Limited,4-9 years,Hyderabad/Secunderabad,",Automation,JMS,Open source,Consulting,Application packaging,IT services",Software/Testing/Networking,3.9,1 vacancy,"Full Time, Permanent",150
Senior Guidewire BillingCenter Developer,NTT Global Delivery Services Limited,4-9 years,Hyderabad/Secunderabad,",Automation,JMS,Open source,Consulting,Application packaging,IT services,Business process,data services,Diversity and Inclusion,SQL database",Software/Testing/Networking,3.9,1 vacancy,"Full Time, Permanent",151
Java/Scala Developer - Functional Programming (4-10 yrs),Randstad India Pvt Ltd,4-10 years,,",CI/CD Tools,SDLC,REST API,Microservices Architecture,Spring,Spring Boot",Software/Testing/Networking,4.1,,,152
Java Microservices Developer,Oracle Financial Services Software,5-10 years,"Pune, Bengaluru/Bangalore, Mumbai",",Microservices,Java,J2Ee,Spring Boot",,4.1,,,153
Tcs Hiring - Talend Developer,Tata Consultancy Services Ltd. ,4-9 years,"Chennai, Pune, Delhi NCR
							
								+ 5 more",",Talend,Talend Open Studio,Talend Data Integration Suite,AWS,Java",,3.9,,,154
Tcs  Hiring Automation Anywhere Developer,Tata Consultancy Services Ltd. ,3-8 years,"Chennai, Pune, Delhi NCR
							
								+ 5 more",",Automation Anywhere",,3.9,,,155
Salesforce Lightning Developer,Capgemini Technology Services India Limited,4-6 years,Bengaluru/Bangalore,",Salesforce,Unit testing,Sales,Apex,Salesforce.com,SFDC",,3.7,,,156
Salesforce Lightning Developer,Capgemini Technology Services India Limited,4-6 years,Bengaluru/Bangalore,",Salesforce,Unit testing,Sales,Apex,Salesforce.com,SFDC",Other,3.7,,"Full Time, Permanent",157
Blockchain Developer,Capgemini Technology Services India Limited,6-9 years,Kolkata,",Technical support,RFP,Workflow,Javascript,Virtualization,Cryptography",,3.7,,,158
Pyspark Developer,Capgemini Technology Services India Limited,6-11 years,Mumbai,",SQL,Unix,Linux,Debugging,spark,big data",,3.7,,,159
Lead - Learning & Development - EduTech (7-14 yrs),Crescendo Global,7-14 years,Crescendo Global,",Learning and Development,Training and Development,HR Jobs in IT/ITeS",Software/Testing/Networking,4.8,,,160
RPA Developer (UiPath),BEO Software Private Limited   ,3-8 years,"Ernakulam, Cochin/Ernakulam/Kochi",",Rpa,Uipath,SAP,SAP R3",Other,4.9,,"Full Time, Permanent",161
OJET Developer (Oracle Java Extension Toolkit),Oracle India Pvt. Ltd.   ,2-6 years,Bengaluru/Bangalore,",Javascript,Ajax,JQuery,Angular,Web Services,Web Technologies",Software/Testing/Networking,3.8,,"Full Time, Permanent",162
NODE.JS Developer- Tcs,Tata Consultancy Services Ltd. ,4-8 years,Pan India,",Node.Js,Typescript,HTML,CSS,Sap Hana,SAP ABAP",Other,3.9,,"Full Time, Permanent",163
Opportunity For C++ developers @ HCL Chennai,HCL Technologies Limited  ,3-8 years,Chennai,",Engineering Services,C++,C++ Developer",Other,3.8,,"Full Time, Permanent",164
ServiceNow Performance Analytics Developer,Nike India,2-7 years,Bengaluru/Bangalore,",SQL,Javascript,XML,HTML,Python,Agile",Software/Testing/Networking,4.5,1 vacancy,"Full Time, Permanent",165
Android Framework developer For Noida,Lava International Ltd ,3-8 years,Noida,,,4,,,166
ServiceNow HR developers | 6 To 10 years | Mumbai/HYD/Bangalore/,Capgemini Technology Services India Limited,6-10 years,"Chennai, Pune, Bengaluru/Bangalore
							
								+ 2 more",",Servicenow,HR,ITSM,Integration",Other,3.7,,"Full Time, Permanent",167
Appian Developer,Infosys Limited,2-7 years,Pune,",Appian Developer,Business Process Management,Appian,Java",Other,3.9,,"Full Time, Permanent",168
IBM BPM Developer,Infosys Limited,2-7 years,Bengaluru/Bangalore,",Consulting,Digital Transformation,Technology Solutions,Effort Estimation,Vendor Evaluation,Problem Solving",,3.9,,,169
RADAR-Algorithm Developer,Aptiv Technical Centre,4-7 years,Bengaluru/Bangalore,",Automotive,Analytical,Robotics,Computer science,Machine learning,Agile",Software/Testing/Networking,4.2,1 vacancy,"Full Time, Permanent",170
EDA Tool Developer,IBM India Pvt. Limited,5-10 years,Bengaluru/Bangalore,",Automation,Perl,Front end,Data structures,Debugging,Python,Machine learning,Operating systems,Interpersonal skills",Other,4.1,,"Full Time, Permanent",171
Azure Developer,Infosys Limited,5-10 years,Bengaluru/Bangalore,",Project Life Cycle,Software Quality Assurance,Agile,Test Planning,Testing Tools,Design Principles",Other,3.9,,"Full Time, Permanent",172
Teamcenter Developer Required,Cognizant Technology Solutions India Pvt Ltd  ,2-7 years,"Chennai, Pune, Bengaluru/Bangalore
							
								+ 1 more",",C,ITK,C++,Java,OOPS,Teamcenter",Software/Testing/Networking,3.9,,"Full Time, Permanent",173
Job - Linux Kernel & Device Driver Development - ADAS !!,Continental Automotive Components (India) Pvt Ltd  ,4-7 years,Bengaluru/Bangalore,",Linux Kernel,Linux Device Drivers,Board Bringup,C programming",Software/Testing/Networking,4.1,,"Full Time, Permanent",174
Zos Connect Developer,IBM India Pvt. Limited,2-5 years,Bengaluru/Bangalore,",Open source,Front end,Software development life cycle,Automation,Management systems,Computer languages",Other,4.1,,"Full Time, Permanent",175
Machine Learning Toolchain Developer,"Qualcomm Technologies, Inc",3-8 years,Chennai,",Coding,Python,Computer science,SDLC,Machine learning,Computer vision",Software/Testing/Networking,4.2,1 vacancy,"Full Time, Permanent",176
IBM BAW BPM Developer,Tieto Software Technologies Pvt. Ltd.,3-7 years,Pune,",Db2,Documentum,EMC,Filenet,Alfresco,Analytical",,4.2,,,177
Junior IoT Developer,Tieto Software Technologies Pvt. Ltd.,2-4 years,Pune,",C++,Python,Scrum,Remote support,Application design,Cloud Services",,4.2,,,178
Hiring For Qlik Developer,Tata Consultancy Services Ltd. ,4-8 years,"Chennai, Delhi NCR, Bengaluru/Bangalore",",Qlikview Development,Qlik Sense,Data Modeling,Application Design,Verbal Communication,Relationship Management",Analytics & Business Intelligence,3.9,,"Full Time, Permanent",179
alesforce Lightning Developer,Capgemini Technology Services India Limited,4-6 years,Bengaluru/Bangalore,",Salesforce,Unit testing,Sales,Apex,Salesforce.com,SFDC",Other,3.7,,"Full Time, Permanent",180
Salesforce Lightning Developer,Capgemini Technology Services India Limited,4-6 years,Bengaluru/Bangalore,",Salesforce,Unit testing,Sales,Apex,Salesforce.com,SFDC,SOAP,Testing,Cloud",Other,3.7,,"Full Time, Permanent",181
SailPoint IIQ Developer,Capgemini Technology Services India Limited,2-4 years,Chennai,",XML,Unix,JMS,JDBC,Active directory,sailpoint",,3.7,,,182
Salesforce Lightning Developer,Capgemini Technology Services India Limited,4-6 years,Bengaluru/Bangalore,",Salesforce,Unit testing,Sales,Apex,Salesforce.com,SFDC",,3.7,,,183
Axiom Developer,Capgemini Technology Services India Limited,4-6 years,Gurgaon/Gurugram,",SQL,xbrl,Regulatory reporting,Finance",Other,3.7,,"Full Time, Permanent",184
Salesforce Lightning Developer,Capgemini Technology Services India Limited,6-9 years,Bengaluru/Bangalore,",Salesforce,Unit testing,Sales,Apex,Salesforce.com,SFDC",,3.7,,,185
Salesforce Lightning Developer,Capgemini Technology Services India Limited,4-6 years,Mumbai,",Salesforce,Unit testing,Sales,Apex,Salesforce.com,SFDC",,3.7,,,186
Axiom Developer,Capgemini Technology Services India Limited,6-9 years,Gurgaon/Gurugram,",SQL,Shorthand,Reconciliation,Agile,Data warehousing,PLSQL",,3.7,,,187
Team Lead / Consultant - Learning Content Design & Development,Accenture Solutions Pvt Ltd,7-11 years,Bengaluru/Bangalore,",E-learning,Simulation,content designing,Problem solving,Learning Content Design,Learning Content Analysis",Content,4,,"Full Time, Permanent",188
Salesforce Lightning Developer,Capgemini Technology Services India Limited,6-9 years,Pune,",Salesforce,Unit testing,Sales,Apex,Salesforce.com,SFDC",Other,3.7,,"Full Time, Permanent",189
DevOps Developer,Oracle India Pvt. Ltd.   ,6-11 years,"Pune, Mumbai",",Javascript,JQuery,Software Development,Ruby,Software Engineering,SQL",Other,3.8,,"Full Time, Permanent",190
Hiring DotNetCore Developers - Wipro Bangalore - 5openings - Immediate,Wipro Limited  ,2-6 years,Bengaluru/Bangalore,",C#,.Net Core,API",Other,3.8,,"Full Time, Permanent",191
"AS/400 RPG Developer-Mumbai, Pune, Chennai, Hyderabad, Bhubaneshwar",Tata Consultancy Services Ltd. ,3-8 years,"Chennai, Pune, Mumbai",",RPGLE,AS400,CLLE,RPG,CL",Other,3.9,,"Full Time, Permanent",192
Hiring Chatbot Developer,Axis Bank Limited    ,3-5 years,Mumbai,",Chatbot,Azure,Microsoft LUIS,Q&A Maker,Chatbot Development",Other,3.8,,"Full Time, Permanent",193
HSBC - IDQ Developer - SQL/Oracle DB (4-6 yrs),HSBC,4-6 years,HSBC,",IDQ,SQL,Oracle DB,Control-M,Database Performance Tuning,Data Quality",Software/Testing/Networking,4.1,,,194
"Developer - Java, Sprint Boot, Cloud Native",VMware India,3-7 years,Bengaluru/Bangalore,",VMware,Computer science,Analytical,MongoDB,Architecture,Commerce",Software/Testing/Networking,4.2,1 vacancy,"Full Time, Permanent",195
Frontend ReactJS Developer - Only Immediate,Tech Mahindra Ltd.  ,3-7 years,Bengaluru/Bangalore,",Javascript,CSS,HTML,Redux,Jest,Front End",Software/Testing/Networking,3.7,,"Full Time, Permanent",196
Feb 3rd Drive _Guidewire Developer_Policy Center_Config,Pricewater House Coopers Service Delivery Center    Bangalore Private Limited,1-6 years,"Chennai, Pune, Delhi NCR
							
								+ 5 more",",guidewire developer,policy center,config",,3.7,,,197
Typescript Developer,Mindtree Limited   ,2-5 years,Pune,",Javascript,HTML,Node.Js,CSS,Angularjs,Ajax",Other,4,,"Full Time, Permanent",198
LTE/5G Developer,HCL Technologies Limited   ,3-8 years,"Delhi NCR, Bengaluru/Bangalore",",LTE,C,RRC,RLC,NBAP,Protocol Stack",Other,3.8,,"Full Time, Permanent",199
Lead Back-End Developer,BNY Mellon International Operations (India),2-6 years,Pune,",Technical support,Manager Quality Assurance,Application development,Test planning,Computer science,Financial services",Software/Testing/Networking,4,1 vacancy,"Full Time, Permanent",200
HR Trainer- Learning & Development- Fortis Vashi.,Fortis Healthcare Ltd   ,3-5 years,Navi Mumbai,",Training,Learning,HR,Soft Skills Training,Behavioural Training",HR & Admin,4.1,1 vacancy,"Full Time, Permanent",201
Developer Relations Manager,NVIDIA,6-11 years,Remote,",Relationship",Sales,4.1,1 vacancy,"Full Time, Permanent",202
Staff Corporate Development Analyst,BMC Software India Pvt. Ltd,3-8 years,Maharashtra,",BMC Field Sales,MarketZone reviews,BMC sales,PowerPoint,Corporate Development,MarketZone analysis",Sales,4.3,,"Full Time, Permanent",203
Rapid Development Mendix Developper,Siemens Limited,1-2 years,Pune,,,4.2,,,204
Developer,Siemens Limited,1-5 years,Pune,",Technical Project Lead,Programming,Supervision,Siemens",,4.2,,,205
Tcs Hiring For Sharepoint Online Developer,Tata Consultancy Services Ltd. ,4-9 years,"Bengaluru/Bangalore, Hyderabad/Secunderabad",",Javascript,ASP.Net MVC,C#,Entity Framework,HTML,Spfx",Other,3.9,,"Full Time, Permanent",206
Hiring For MSBI (SSIS+SQL) developer,Tata Consultancy Services Ltd. ,3-7 years,"Pune, Hyderabad/Secunderabad, Noida",",MSBI,SSIS,SQL Server,Data Warehousing,Computer Science,Analytical Skills",,3.9,,,207
Tcs Hiring! RPA UI Path Developer,Tata Consultancy Services Ltd. ,3-8 years,"Chennai, Pune, Delhi NCR
							
								+ 5 more",",C#,.Net,Java,VB.NET,VB,Rpa",,3.9,,,208
Opening Oracle  Developer (pl/sql)-Pune/Trivandrum,Allianz Technology SE ,2-7 years,"Pune, Thiruvananthapuram",",SQL,Oracle Development,PLSQL,PL,Life Cycle",Other,4.4,,"Full Time, Permanent",209
React.jS Developer,Tata Consultancy Services Ltd. ,3-8 years,Indore,",Javascript,Redux,CSS,Jest,HTML,Webpack",Other,3.9,,"Full Time, Permanent",210
Spark Developer,Tata Consultancy Services Ltd. ,5-10 years,"Delhi NCR, Chenani, Ahmedabad
							
								+ 2 more",",Spark,Java,Hadoop,SQL,ETL,AWS,Data Modeling,Data Mining,Kafka,SCALA,Python",Other,3.9,,"Full Time, Permanent",211
Service Now Developer -  Pan India,Tata Consultancy Services Ltd. ,4-6 years,Pan India,",Service Catalog,CMDB",,3.9,,,212
"PL SQL, Developer / UNIX  -  Chennai/Mumbai/Hyderabad/Gurgaon/Kol",Tata Consultancy Services Ltd. ,3-5 years,"Chennai, Hyderabad/Secunderabad, Gurgaon/Gurugram
							
								+ 2 more",",PLSQL,Unix,Shell Scripting",,3.9,,,213
Oracle Sales Cloud Developer,Hitachi Ltd.,4-9 years,Hyderabad/Secunderabad,",Telecom,Troubleshooting,Coding,Debugging,Salesforce,Computer science",Software/Testing/Networking,3.9,1 vacancy,"Full Time, Permanent",214
Immediate hiring For Senior Java Fullstack  Developer,Capgemini Technology Services India Limited,4-7 years,Hyderabad/Secunderabad,,,3.7,,,215
Tcs Opportunity For Service Now Developer -  Bangalore,Tata Consultancy Services Ltd. ,6-8 years,Bengaluru/Bangalore,",Servicenow,ITIL",Other,3.9,,"Full Time, Permanent",216
IICS Developers,Infosys Limited,3-8 years,Bengaluru/Bangalore,",IICS Developers,Data Analytics,Informatica Intelligent Cloud services,IICS,SDLC,performance engineering",Other,3.9,,"Full Time, Permanent",217
Hadoop/Spark Developer,Infosys Limited,3-8 years,Hyderabad/Secunderabad,",SDLC,agile methodologies,Bigdata,Pyspark,Hadoop,Spark",,3.9,,,218
Cloud Developer - AWS,Carrier,5-10 years,Hyderabad/Secunderabad,",Javascript,SDK,Front end,Computer science,Backend,GIT",Software/Testing/Networking,4,1 vacancy,"Full Time, Permanent",219
Apigee Developer,Infosys Limited,2-7 years,Bengaluru/Bangalore,",Digital Transformation,Problem Solving,Apigee Developer,Apigee,API Management",Other,3.9,,"Full Time, Permanent",220
Java AWS Developer,Steria India Ltd,4-9 years,"Chennai, Bengaluru/Bangalore, Noida",",Kubernetes,Terraform,Java,Jenkins,Spring,GIT,Rest,S3,Docker,Gitlab,AWS",Other,4.1,,"Full Time, Permanent",221
Java Struts Developer,Steria India Ltd   ,3-7 years,"Chennai, Noida",",Spring,Struts,Core Java,Sql Db2,Oracle SQL,Debugging",,4.1,,,222
Brainvire Infotech - React.js Developer - Javascript/ES6 (1-4 yrs),Brainvire Infotech,1-4 years,Brainvire,",React.js,Redux,ES6,React Native,Application Designing,Rest Webservices",Software/Testing/Networking,4.9,,,223
Andriod Developer - SDK/XML/SQLite (1-4 yrs),Brainvire Infotech,1-4 years,Brainvire,",Android,SDK,Mobile App Designing,Mobile App Performance Optimization,XML,JSON",,4.9,,,224
Brainvire Infotech - React.js Developer - Javascript/HTML5/CSS3 (2-5 yrs),Brainvire Infotech,2-5 years,Brainvire,",React.js,Redux,HTML5,CSS3,Javascript,React Native",,4.9,,,225
Brainvire Infotech - Angular Developer - Single Page Application (1-6 yrs),Brainvire Infotech,1-6 years,Brainvire,",Angular 2+,AngularJS,HTML,CSS,Javascript,UI",,4.9,,,226
Brainvire Infotech - Lead Odoo Developer - Python Programming (4-10 yrs),Brainvire Infotech,4-10 years,Brainvire,",Odoo,Python,ERP,Application Designing,Open Source,Project Life Cycle",,4.9,,,227
Brainvire Infotech - React Native Developer (2-6 yrs),Brainvire Infotech,2-6 years,Brainvire,",React Native,UI,Mobile UI,Mobile App Designing,API Integration",,4.9,,,228
GoLang Developer,Persistent Systems Limited.      ,3-5 years,"Pune, Nagpur, Bengaluru/Bangalore
							
								+ 1 more",,,4.1,,,229
Developer - Data Warehouse - Snowflakes Talend,TIAA,3-6 years,Pune,,,4.2,,,230
Platform Developer,Adidas Group,1-6 years,Gurgaon/Gurugram,",Configuration management,Database design,Test cases,Test scripts,Scheduling,global operations,Service level,Wholesale,Usage,Testing",Software/Testing/Networking,4.4,1 vacancy,"Full Time, Permanent",231
Chemist/ Sr. Chemist- Analytical method development and Validations,SGS India Pvt. Ltd.  ,5-8 years,Navi Mumbai,",Analytical method development,Chemist,cGMP,analytical methods,UPLC,HPLC",Pharma/Healthcare,3.9,,"Full Time, Permanent",232
Murex Workflows Developer - SQL/Unix Scripting (2-4 yrs),Luxoft,2-4 years,Luxoft,,,4.5,,,233
Murex FO Developer - Java/SQL/Sybase (2-4 yrs),Luxoft,2-4 years,Luxoft,",Murex,Unix OS,Java,SQL,Sybase",,4.5,,,234
Hiring Tableau  Developer #cbre #122 Fortune Company,CBRE South Asia Pvt Ltd  ,5-10 years,"Hyderabad/Secunderabad, Gurgaon/Gurugram",",SQL Queries,Power Bi,Aws Glue,Tableau,SSIS,Strategy Consulting",Other,4.2,,"Full Time, Permanent",235
Hiring Sr. Angular Developers #CBRE #FORTUNE122COMPANY #Productbasecom,CBRE South Asia Pvt Ltd  ,5-10 years,Hyderabad/Secunderabad,",Angular,rxjs,Ngrx",,4.2,,,236
Sr. Core Java Spring Developer in Bengaluru,Tech Mahindra Ltd.  ,3-7 years,Bengaluru/Bangalore,",Core Java,Multithreading,Spring Boot,Data Structures,OOP,Design Patterns",,4.2,,,237
Hiring Senior Java MS Developer,Axis Bank Limited    ,8-10 years,India,,,3.7,,,238
Sr. Consultant - Clinincal Development and Operations Analytics,Eli Lilly and Company,3-8 years,Bengaluru/Bangalore,",Healthcare,Data analysis,Process improvement,CRO,Coding,Oracle",Software/Testing/Networking,4.2,1 vacancy,"Full Time, Permanent",239
C++ Developer,Hcl Technologies Limited  ,5-10 years,Pune,",C,C++,Data Structures,System Programming,RDBMS,Linux",Other,3.8,,"Full Time, Permanent",240
Dell Boomi Developer,Infosys Limited,2-7 years,Bengaluru/Bangalore,",Digital Transformation,Technology Solutions,Dell Boomi Developer,Enterprise Package Application,Dell Boomi,Problem Solving",Other,3.9,,"Full Time, Permanent",241
Snowflake Developer,Infosys Limited,3-8 years,Chennai,",Cloud Platform,SDLC,agile methodologies,Snowflake,Bigdata,Java",,3.9,,,242
